ja3_int,ja3s_int,sni_len,sni_entropy,sni_is_ip,ja3_freq,sni_freq,ja3_reuse_cnt,iat_mean,iat_std,iat_cv,iat_cnt
141459,121006,22,3.538310595615006,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,209340,20,3.1709505944546685,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,121006,22,3.538310595615006,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,62697,17,3.454822399946607,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,62697,17,3.454822399946607,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,209340,16,3.1556390622295662,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,3161,19,3.536886723742166,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,3161,22,3.6978458230844113,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,21,3.594465636961452,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,8491,18,3.68354236243323,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,8491,18,3.68354236243323,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,55092,17,3.6168746059562227,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,24,3.886842188131012,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,24,3.886842188131012,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,25,3.7336606896881848,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,25,3.7336606896881848,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,25,3.7336606896881848,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,25,3.7336606896881848,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,21,3.7849418274376427,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,20,3.646439344671015,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,20,3.646439344671015,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,55092,17,3.6168746059562227,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,55092,17,3.6168746059562227,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,182303,25,3.653660689688185,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,176797,18,3.614369445886757,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,121006,23,3.4357554339416274,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,55092,16,3.327819531114783,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,55092,18,3.7254805569978675,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,55092,16,3.327819531114783,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,55092,18,3.7254805569978675,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,176797,18,3.614369445886757,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,176797,18,3.614369445886757,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,50353,16,3.5,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
